cmm_id,bio,comments
29953,1,
29960,1,
29959,1,
29958,1,
29957,1,
32278,1,
112821,0,
27374,1,
32608,1,
105744,1,
128038,1,
158271,1,
30188,1,
30187,1,
30186,1,
30185,1,
30192,1,
30191,1,
30190,1,
30189,1,
30196,1,
30195,1,
30194,1,
30193,1,
30200,1,
30199,1,
30198,1,
30197,1,
72453,0,
30204,1,
30203,1,
30202,1,
30201,1,
30208,1,
30207,1,
30206,1,
30205,1,
30212,1,
30211,1,
30210,1,
30209,1,
30216,1,
30215,1,
30214,1,
30213,1,
153186,1,
139911,1,
66886,1,
32279,1,
32280,1,
61335,0,
171196,0,
68332,0,
75491,0,
39709,0,
40110,0,
39850,0,
39849,0,
39710,0,
40146,0,
40111,0,
40058,0,
153018,0,
32281,1,
46249,0,
94918,0,
75519,0,
72242,0,
113342,0,
45795,0,
92410,0,
43013,0,
126217,0,
100035,0,
62306,0,
98828,0,
144970,0,
139114,0,
99069,0,
85892,0,
46855,0,
144993,0,
104957,0,
132083,0,
62343,0,
144878,0,
95638,0,
152568,0,
75423,0,
99054,0,
60274,0,
44288,0,
71594,0,
104604,0,
118525,0,
158380,0,
279,0,
63155,0,
142003,0,
286,0,
287,0,
166928,0,
32282,0,
46369,0,
154794,0,
40009,0,
194,0,
204,0,
81407,0,
78035,0,
152472,0,
153399,0,
79588,0,
76974,0,
105973,0,
62313,0,
102303,0,
157366,0,
161654,0,
145885,0,
131050,0,
89129,0,
105881,0,
51021,0,
131926,0,
143244,0,
120879,0,
45209,0,
70878,0,
137913,0,
43340,0,
106670,0,
142462,0,
47940,0,
101637,0,
57037,0,
140436,0,
134204,0,
120112,0,
113105,0,
64008,0,
43854,0,
50545,0,
83397,0,
105224,0,
53795,0,
77559,0,
114191,0,
89307,0,
154746,0,
27992,0,
27989,0,
27987,0,
52640,0,
133586,0,
96335,0,
126,0,
133543,0,
161047,0,
158062,0,
101586,0,
98156,0,
63259,0,
156524,0,
120928,0,
58437,0,
180,0,
127,0,
82046,0,
157953,0,
86531,0,
73120,0,
100101,0,
100181,0,
128,0,
86744,0,
149962,0,
148025,0,
152575,0,
191,0,
132,0,
128527,0,
140134,0,
151898,0,
162354,0,
162937,0,
380,0,
158589,0,
157646,0,
378,0,
143607,0,
40351,0,
40350,0,
40010,0,
160649,0,
193,0,
192,0,
124915,0,
157594,0,
145198,0,
89731,0,
102036,0,
143596,0,
119044,0,
143973,0,
113432,0,
53931,0,
76254,0,
48049,0,
42715,0,
141399,0,
84626,0,
108475,0,
148566,0,
130,0,
73434,0,
119512,0,
128813,0,
176,0,
135,0,
160566,0,
163158,0,
27991,0,
27990,0,
27988,0,
144905,0,
129,0,
138541,0,
49249,0,
140891,0,
131844,0,
88386,0,
99334,0,
133,0,
64244,0,
68414,0,
60647,0,
156526,0,
51779,0,
114022,0,
159817,0,
51339,0,
151995,0,
106917,0,
137,0,
131,0,
138364,0,
153061,0,
134,0,
151302,0,
161153,0,
152768,0,
379,0,
377,0,
85072,0,
118334,0,
51324,0,
65702,0,
120615,0,
103897,0,
93334,0,
95624,0,
75830,0,
70192,0,
66914,0,
51691,0,
139345,0,
112443,0,
281,0,
128014,0,
280,0,
288,0,
153598,0,
88260,0,
150723,0,
53012,0,
113311,0,
95070,0,
126478,0,
142021,0,
83340,0,
75204,0,
139826,0,
129761,0,
90907,0,
90236,0,
58678,0,
127845,0,
90587,0,
89413,0,
79423,0,
46152,0,
147090,0,
58621,0,
58909,0,
50307,0,
142635,0,
131699,0,
101180,0,
117625,0,
139009,0,
149478,0,
126658,0,
95603,0,
64951,0,
46506,0,
52851,0,
112575,0,
142753,0,
56832,0,
61049,0,
149578,0,
109763,0,
68371,0,
113238,0,
66810,0,
67458,0,
50611,0,
146061,0,
87065,0,
113734,0,
99461,0,
27510,0,
73795,0,
39547,0,
40970,0,
164443,0,
40250,0,
39551,0,
40293,0,
40294,0,
803,0,
140506,0,
38536,0,
39801,0,
39803,0,
40103,0,
39581,0,
40102,0,
40054,0,
39738,0,
40172,0,
40141,0,
39962,0,
39680,0,
40191,0,
40171,0,
40094,0,
40190,0,
40168,0,
40138,0,
40048,0,
40247,0,
40249,0,
40248,0,
39567,0,
164296,0,
40295,0,
40296,0,
174248,0,
174015,0,
173747,0,
40682,0,
40681,0,
40790,0,
174016,0,
173587,0,
173736,0,
40683,0,
40677,0,
40679,0,
107630,0,
39802,0,
39804,0,
38933,0,
33066,0,
38615,0,
108785,0,
164440,0,
141381,0,
39862,0,
39841,0,
39781,0,
39779,0,
39851,0,
39793,0,
39863,0,
39842,0,
39782,0,
39780,0,
39852,0,
39794,0,
39864,0,
39994,0,
39988,0,
39772,0,
39865,0,
39995,0,
39989,0,
39773,0,
174797,0,
40763,0,
174906,0,
39993,0,
40126,0,
40125,0,
40072,0,
39991,0,
40701,0,
39822,0,
39766,0,
39823,0,
39778,0,
39756,0,
39755,0,
175392,0,
176594,0,
176595,0,
175390,0,
175391,0,
40592,0,
40593,0,
40594,0,
40590,0,
40591,0,
173740,0,
173731,0,
173591,0,
173737,0,
40699,0,
40649,0,
40700,0,
40680,0,
83203,0,
40062,0,
39985,0,
40179,0,
40148,0,
40115,0,
39788,0,
39708,0,
40113,0,
40178,0,
39983,0,
38912,0,
148497,0,
39963,0,
40066,0,
40101,0,
40104,0,
40183,0,
40154,0,
40068,0,
40182,0,
40157,0,
40120,0,
40173,0,
40140,0,
40151,0,
40118,0,
39941,0,
39689,0,
40011,0,
176789,0,
40464,0,
160363,0,
152652,0,
39162,0,
40067,0,
39986,0,
40185,0,
40155,0,
40121,0,
40065,0,
40184,0,
40156,0,
40122,0,
40170,0,
40142,0,
40105,0,
40153,0,
40181,0,
40119,0,
40152,0,
39942,0,
39690,0,
39915,0,
40012,0,
55385,0,
164433,0,
39640,0,
40127,0,
39824,0,
39825,0,
39783,0,
39846,0,
39757,0,
40056,0,
39867,0,
40055,0,
39785,0,
40265,0,
39943,0,
176412,0,
40705,0,
177775,0,
177776,0,
176802,0,
40775,0,
40616,0,
40776,0,
40612,0,
141094,0,
39291,0,
39796,0,
39789,0,
39798,0,
39791,0,
39868,0,
39964,0,
39840,0,
39786,0,
40264,0,
39969,0,
39860,0,
41089,0,
39944,0,
39764,0,
176806,0,
177772,0,
176790,0,
176803,0,
40647,0,
40623,0,
40467,0,
40613,0,
41060,0,
39241,0,
85325,0,
39242,0,
39243,0,
39977,0,
39866,0,
39797,0,
39970,0,
39861,0,
39790,0,
39795,0,
39799,0,
39792,0,
39784,0,
39775,0,
40261,0,
38725,0,
55459,0,
40260,0,
38634,0,
54494,0,
32283,0,
107376,0,
62316,0,
137403,0,
97322,0,
38515,0,
39661,0,
39739,0,
39658,0,
39731,0,
39730,0,
40043,0,
39928,0,
40036,0,
92687,0,
39655,0,
39945,0,
39657,0,
39627,0,
38504,0,
39916,0,
39287,0,
39998,0,
39884,0,
39881,0,
164407,0,
91404,0,
39972,0,
40969,0,
101072,0,
67081,0,
116682,0,
39854,0,
32284,0,
110086,0,
39711,0,
39855,0,
39626,0,
39740,0,
39965,0,
39733,0,
39732,0,
40044,0,
39667,0,
39929,0,
39946,0,
39628,0,
39917,0,
64692,0,
39292,0,
39712,0,
39856,0,
39857,0,
38716,0,
38635,0,
39037,0,
38516,0,
39289,0,
39741,0,
40983,0,
40982,0,
41192,0,
39947,0,
39806,0,
152615,0,
156279,0,
40987,0,
40989,0,
40975,0,
40956,0,
40946,0,
32285,0,
41193,0,
40977,0,
40948,0,
32286,0,
41194,0,
97881,0,
110203,0,
41007,0,
87863,0,
68109,0,
39303,0,
39304,0,
40955,0,
39185,0,
39188,0,
79570,0,
41009,0,
41010,0,
164903,0,
38503,0,
39742,0,
39659,0,
39967,0,
39301,0,
39948,0,
39807,0,
53007,0,
155125,0,
152899,0,
40984,0,
40986,0,
40988,0,
40976,0,
40947,0,
32287,0,
120331,0,
41006,0,
41005,0,
151699,0,
38652,0,
38656,0,
38658,0,
38657,0,
38670,0,
38655,0,
38653,0,
40954,0,
39191,0,
41011,0,
41012,0,
41013,0,
41014,0,
132147,0,
39038,0,
141993,0,
61964,0,
71357,0,
153913,0,
129059,0,
125799,0,
147843,0,
65867,0,
129746,0,
154531,0,
152286,0,
168614,0,
167986,0,
216,0,
221,0,
104209,0,
107305,0,
112657,0,
120093,0,
63501,0,
48251,0,
132242,0,
132121,0,
123709,0,
46550,0,
77781,0,
54841,0,
107885,0,
76210,0,
56291,0,
64030,0,
110389,0,
132621,0,
106936,0,
43970,0,
60069,0,
85358,0,
67840,0,
49791,0,
98689,0,
115406,0,
70219,0,
69338,0,
108645,0,
122914,0,
25660,0,
79851,0,
88128,0,
66321,0,
94815,0,
118301,0,
107711,0,
91706,0,
64933,0,
135958,0,
102876,0,
126032,0,
100666,0,
50707,0,
121200,0,
69176,0,
100118,0,
148574,0,
137039,0,
139386,0,
109688,0,
93555,0,
124392,0,
75198,0,
48795,0,
48178,0,
100695,0,
67439,0,
106630,0,
88067,0,
83614,0,
57884,0,
64682,0,
44366,0,
52766,0,
119504,0,
48920,0,
108151,0,
118868,0,
144614,0,
99592,0,
111308,0,
125086,0,
121945,0,
70148,0,
103602,0,
66503,0,
63516,0,
134176,0,
146579,0,
136902,0,
126371,0,
145331,0,
126346,0,
107532,0,
31849,0,
105643,0,
142110,0,
78246,0,
136524,0,
66502,0,
134527,0,
96881,0,
103348,0,
110804,0,
54615,0,
92778,0,
71121,0,
115858,0,
101078,0,
87086,0,
108931,0,
3,0,
83981,0,
15995,0,
156455,0,
101309,0,
111022,0,
136116,0,
53673,0,
49936,0,
46324,0,
148708,0,
127031,0,
32609,0,
148673,0,
45508,0,
135969,0,
148784,0,
147687,0,
92125,0,
75202,0,
150537,0,
32610,0,
59262,0,
134007,0,
147763,0,
117559,0,
26501,0,
51206,0,
79765,0,
128689,0,
106713,0,
110741,0,
30763,0,
94578,0,
122140,0,
117106,0,
102283,0,
153291,0,
159516,0,
150697,0,
135891,0,
1131,0,
46940,0,
79320,0,
26507,0,
26508,0,
32611,0,
126022,0,
31144,0,
124446,0,
32612,0,
90101,0,
169766,0,
146391,0,
160769,0,
92937,0,
27195,0,
96640,0,
86412,0,
31013,0,
82224,0,
32288,0,
59293,0,
31850,0,
83446,0,
43017,0,
56256,0,
158530,0,
145583,0,
52543,0,
120811,0,
67094,0,
88951,0,
122702,0,
71563,0,
50884,0,
43074,0,
121329,0,
144730,0,
109599,0,
101604,0,
90339,0,
77606,0,
134182,0,
32207,0,
160927,0,
66056,0,
118269,0,
72275,0,
52688,0,
127447,0,
92598,0,
75277,0,
82929,0,
96353,0,
60370,0,
118379,0,
91680,0,
51476,0,
127547,0,
107971,0,
76990,0,
97011,0,
57079,0,
126163,0,
56579,0,
96117,0,
108166,0,
127900,0,
161556,0,
132168,0,
27511,0,
27512,0,
27513,0,
27514,0,
27515,0,
27516,0,
27517,0,
27518,0,
27519,0,
27520,0,
27521,0,
27522,0,
27523,0,
27524,0,
58029,0,
138598,0,
99593,0,
72951,0,
153439,0,
156063,0,
163249,0,
162026,0,
17342,0,
17151,0,
16917,0,
62474,0,
30764,0,
30765,0,
163154,0,
43181,0,
170132,0,
102896,0,
108791,0,
103534,0,
57162,0,
11474,0,
153053,0,
150496,0,
153242,0,
155847,0,
30766,0,
26509,0,
26947,0,
152569,0,
158037,0,
26948,0,
130416,0,
26949,0,
86585,0,
154918,0,
166647,0,
168524,0,
168650,0,
152736,0,
30767,0,
160778,0,
123968,0,
54095,0,
11472,0,
102181,0,
158394,0,
64176,0,
54021,0,
48287,0,
130463,0,
70003,0,
498,0,
17278,0,
152123,0,
160367,0,
153507,0,
17102,0,
11729,0,
17166,0,
17355,0,
17406,0,
17459,0,
17380,0,
17271,0,
17187,0,
17157,0,
17152,0,
17169,0,
17156,0,
17153,0,
17272,0,
17222,0,
17078,0,
17370,0,
153279,0,
156255,0,
32289,0,
155143,0,
156107,0,
162560,0,
117346,0,
152240,0,
30768,0,
30769,0,
179289,0,
122927,0,
127623,0,
158825,0,
156097,0,
78628,0,
105684,0,
156447,0,
133059,0,
161553,0,
26950,0,
26951,0,
155493,0,
86613,0,
158430,0,
162330,0,
27600,0,
32290,0,
159357,0,
162257,0,
94352,0,
153533,0,
125978,0,
79481,0,
41120,0,
112968,0,
69255,0,
136895,0,
94032,0,
130235,0,
10970,0,
82887,0,
150427,0,
134790,0,
26952,0,
71886,0,
67924,0,
160494,0,
88855,0,
109005,0,
10973,0,
10980,0,
32291,0,
32292,0,
220,0,
134484,0,
86383,0,
89642,0,
30770,0,
81239,0,
30771,0,
58751,0,
62870,0,
104679,0,
87991,0,
47703,0,
76672,0,
57225,0,
120492,0,
141463,0,
121759,0,
89836,0,
127095,0,
110583,0,
94087,0,
103779,0,
106599,0,
136090,0,
52364,0,
79905,0,
148394,0,
70043,0,
128733,0,
76092,0,
141999,0,
73431,0,
53798,0,
94574,0,
114973,0,
58436,0,
126827,0,
89200,0,
48269,0,
75717,0,
121197,0,
52920,0,
127401,0,
60679,0,
145321,0,
124292,0,
109442,0,
32293,0,
93819,0,
97248,0,
55028,0,
92144,0,
61471,0,
127867,0,
64004,0,
132620,0,
58302,0,
151997,0,
99116,0,
26510,0,
26511,0,
44887,0,
150541,0,
115659,0,
91991,0,
113895,0,
148535,0,
58504,0,
70298,0,
160872,0,
158223,0,
85335,0,
145865,0,
91221,0,
84050,0,
56917,0,
136264,0,
131187,0,
123888,0,
104079,0,
133463,0,
90783,0,
113960,0,
83325,0,
132906,0,
149783,0,
75051,0,
109501,0,
60911,0,
103025,0,
120294,0,
55092,0,
46353,0,
62744,0,
106504,0,
57504,0,
65242,0,
56023,0,
117842,0,
127749,0,
77523,0,
109587,0,
131427,0,
127531,0,
135894,0,
68870,0,
62150,0,
117956,0,
109352,0,
110106,0,
140161,0,
92006,0,
64609,0,
70458,0,
51751,0,
86905,0,
89213,0,
87309,0,
123971,0,
112003,0,
118001,0,
136691,0,
141936,0,
76208,0,
113054,0,
77184,0,
112830,0,
124127,0,
169528,0,
41202,0,
41121,0,
165517,0,
41098,0,
41122,0,
165516,0,
165577,0,
165574,0,
66360,0,
70104,0,
84570,0,
49711,0,
159203,0,
41097,0,
79306,0,
165897,0,
135005,0,
118762,0,
54436,0,
152300,0,
139988,0,
112919,0,
133780,0,
145002,0,
59940,0,
110466,0,
109412,0,
128438,0,
96359,0,
123866,0,
97826,0,
69588,0,
141449,0,
116271,0,
114304,0,
104448,0,
169527,0,
125252,0,
52121,0,
109373,0,
59496,0,
45594,0,
56504,0,
102428,0,
141160,0,
132345,0,
76856,0,
113627,0,
126215,0,
133434,0,
46758,0,
34031,0,
112072,0,
72524,0,
141843,0,
144384,0,
72219,0,
70732,0,
54433,0,
82151,0,
97624,0,
59989,0,
144802,0,
116467,0,
61102,0,
45121,0,
87933,0,
123016,0,
76688,0,
103829,0,
45897,0,
39026,0,
39042,0,
142180,0,
62173,0,
149651,0,
111976,0,
75262,0,
69269,0,
47999,0,
